date;category;comment;outcome_account;outcome;outcome_currency;income_account;income;income_currency
16/03/2016;Связь;Мтс интернет;Наличные;225.85;RUB;Наличные;0;RUB
16/03/2016;Семейные;Родительские;Наличные;0;RUB;Наличные;7981.15;RUB
17/03/2016;Одежда;Куртка;Наличные;2100;RUB;Наличные;0;RUB
17/03/2016;Одежда;Туфли;Наличные;1200;RUB;Наличные;0;RUB
18/03/2016;Трудоустройство;Автобус на Москву;Наличные;1937.3;RUB;Наличные;0;RUB
19/03/2016;Связь;Мтс мегафон;Наличные;200;RUB;Наличные;0;RUB
20/03/2016;Трудоустройство;Метро;Наличные;150;RUB;Наличные;0;RUB
20/03/2016;Трудоустройство;Автобус на Астрахань;Наличные;2000;RUB;Наличные;0;RUB
25/03/2016;Здоровье;Таблетки;Наличные;168;RUB;Наличные;0;RUB
03/04/2016;Переезд;Самолет на Москву;Наличные;2038.98;RUB;Наличные;0;RUB
04/04/2016;Переезд;Такси до метро;Наличные;350;RUB;Наличные;0;RUB
04/04/2016;Переезд;Такси в аэропорт;Наличные;125;RUB;Наличные;0;RUB
04/04/2016;Связь;Мтс московские номера;Наличные;240;RUB;Наличные;0;RUB
04/04/2016;Семейные;Родительские;Наличные;0;RUB;Наличные;22062.98;RUB
04/04/2016;Продукты;Чай;Наличные;85;RUB;Наличные;0;RUB
05/04/2016;Трудоустройство;Метро;Наличные;250;RUB;Наличные;0;RUB
06/04/2016;Трудоустройство;Метро;Наличные;200;RUB;Наличные;0;RUB
06/04/2016;Трудоустройство;Самолет на Астрахань;Наличные;2500;RUB;Наличные;0;RUB
06/04/2016;Трудоустройство;Медкомиссия;Наличные;2300;RUB;Наличные;0;RUB
06/04/2016;Трудоустройство;Аэроэкспресс;Наличные;470;RUB;Наличные;0;RUB
06/04/2016;Еда;Бистро;Наличные;130;RUB;Наличные;0;RUB
07/04/2016;Трудоустройство;Справка из психдиспансера;Наличные;1380;RUB;Наличные;0;RUB
09/04/2016;Трудоустройство;Автобус на Москву;Наличные;1937;RUB;Наличные;0;RUB
10/04/2016;Трудоустройство;Метро;Наличные;200;RUB;Наличные;0;RUB
10/04/2016;Кафе;Столовая;Наличные;140;RUB;Наличные;0;RUB
10/04/2016;Еда;Вода;Наличные;60;RUB;Наличные;0;RUB
10/04/2016;Продукты;Молоко, мюсли, рис, молоко;Наличные;207;RUB;Наличные;0;RUB
10/04/2016;Трудоустройство;Ксерокс;Наличные;70;RUB;Наличные;0;RUB
12/04/2016;Жилье;Аренда квартиры;Наличные;9380;RUB;Наличные;0;RUB
12/04/2016;Семейные;Родительские;Наличные;0;RUB;Наличные;18428.94;RUB
12/04/2016;Семейные;Родительские;Наличные;0;RUB;Наличные;2142;RUB
12/04/2016;Транспорт;Маршрутка до студий в новойопалихе;Наличные;80;RUB;Наличные;0;RUB
12/04/2016;Прочее;Пакет;Наличные;2.2;RUB;Наличные;0;RUB
12/04/2016;Продукты;Картошка 0.77 кг;Наличные;7.16;RUB;Наличные;0;RUB
12/04/2016;Продукты;Капуста 0.288 кг;Наличные;19.04;RUB;Наличные;0;RUB
12/04/2016;Продукты;Морковь 0.602;Наличные;15.71;RUB;Наличные;0;RUB
12/04/2016;Продукты;Куриная грудка 0.571;Наличные;99.53;RUB;Наличные;0;RUB
12/04/2016;Продукты;Хлеб 1/2;Наличные;9.9;RUB;Наличные;0;RUB
12/04/2016;Продукты;Лук 0.276 кг;Наличные;5.41;RUB;Наличные;0;RUB
13/04/2016;Транспорт;До ОКея и обратно;Наличные;70;RUB;Наличные;0;RUB
13/04/2016;Продукты;Сахар, рожки;Наличные;43.4;RUB;Наличные;0;RUB
14/04/2016;Продукты;Молоко;Наличные;33.8;RUB;Наличные;0;RUB
14/04/2016;Продукты;Курица 1 кг;Наличные;60.18;RUB;Наличные;0;RUB
14/04/2016;Сладкое;Печенье;Наличные;24.5;RUB;Наличные;0;RUB
14/04/2016;Продукты;Роллтон бульон;Наличные;26.8;RUB;Наличные;0;RUB
14/04/2016;Одежда;Олимпийка;Наличные;800;RUB;Наличные;0;RUB
15/04/2016;Ошибка;Ошибка;Наличные;0;RUB;Наличные;19.95;RUB
15/04/2016;Сладкое;Печенье рыбки;Наличные;18;RUB;Наличные;0;RUB
15/04/2016;Продукты;Лечо;Наличные;53.6;RUB;Наличные;0;RUB
15/04/2016;Сладкое;Паста шоколадная;Наличные;48.8;RUB;Наличные;0;RUB
15/04/2016;Продукты;Булка городская;Наличные;11.8;RUB;Наличные;0;RUB
16/04/2016;Связь;Мтс;Наличные;20;RUB;Наличные;0;RUB
18/04/2016;Продукты;Картошка 0.854 кг;Наличные;9.14;RUB;Наличные;0;RUB
18/04/2016;Продукты;Морковь 0.35;Наличные;10.33;RUB;Наличные;0;RUB
18/04/2016;Продукты;Капуста 0.898;Наличные;22;RUB;Наличные;0;RUB
18/04/2016;Продукты;Молоко;Наличные;33.8;RUB;Наличные;0;RUB
18/04/2016;Продукты;Лук 0.234;Наличные;4.8;RUB;Наличные;0;RUB
18/04/2016;Продукты;Батон;Наличные;10.6;RUB;Наличные;0;RUB
18/04/2016;Гигиена;Т.бумага х2;Наличные;11.4;RUB;Наличные;0;RUB
18/04/2016;Сладкое;Паста nutella;Наличные;208;RUB;Наличные;0;RUB
19/04/2016;Продукты;Мюсли;Наличные;113.5;RUB;Наличные;0;RUB
20/04/2016;Продукты;Печенье, хлеб;Наличные;28.6;RUB;Наличные;0;RUB
20/04/2016;Канцелярия;Тетрадь;Наличные;50;RUB;Наличные;0;RUB
20/04/2016;Трудоустройство;Метро до Э+Х;Наличные;100;RUB;Наличные;0;RUB
23/04/2016;Продукты;Булка городская;Наличные;9.7;RUB;Наличные;0;RUB
23/04/2016;Продукты;Бульон куриный;Наличные;22;RUB;Наличные;0;RUB
23/04/2016;Сладкое;Паста шоколадная;Наличные;112.2;RUB;Наличные;0;RUB
23/04/2016;Продукты;Курица 1 кг;Наличные;56.4;RUB;Наличные;0;RUB
23/04/2016;Продукты;Чебуреки мороженые;Наличные;41;RUB;Наличные;0;RUB
23/04/2016;Продукты;Мюсли;Наличные;139.9;RUB;Наличные;0;RUB
23/04/2016;Продукты;Картошка 0.734;Наличные;6.75;RUB;Наличные;0;RUB
23/04/2016;Продукты;Молоко;Наличные;34;RUB;Наличные;0;RUB
23/04/2016;Ошибка;Ошибка;Наличные;7.73;RUB;Наличные;0;RUB
25/04/2016;Гигиена;Зуб. паста колгейт;Наличные;33;RUB;Наличные;0;RUB
25/04/2016;Продукты;Хлеб 1/2;Наличные;9.9;RUB;Наличные;0;RUB
26/04/2016;Транспорт;Безлимит 30 дней;Наличные;2050;RUB;Наличные;0;RUB
26/04/2016;Трудоустройство;Метро до Э+Х;Наличные;50;RUB;Наличные;0;RUB
26/04/2016;Сладкое;Пончики 12 шт. Krispy kreme;Наличные;525;RUB;Наличные;0;RUB
26/04/2016;Связь;Мтс;Наличные;200;RUB;Наличные;0;RUB
26/04/2016;Продукты;Картошка;Наличные;8;RUB;Наличные;0;RUB
26/04/2016;Продукты;Соус;Наличные;32;RUB;Наличные;0;RUB
26/04/2016;Продукты;Молоко;Наличные;34.3;RUB;Наличные;0;RUB
26/04/2016;Прочее;Контейнер для еды;Наличные;31;RUB;Наличные;0;RUB
27/04/2016;Кафе;Компот;Наличные;25;RUB;Наличные;0;RUB
27/04/2016;Кафе;Суп в чашке;Наличные;65;RUB;Наличные;0;RUB
27/04/2016;Кафе;Плов;Наличные;95;RUB;Наличные;0;RUB
27/04/2016;Кафе;Хлеб 3х;Наличные;3;RUB;Наличные;0;RUB
29/04/2016;Продукты;рожки;Наличные;13.9;RUB;Наличные;0;RUB
29/04/2016;Гигиена;Влажные салфетки;Наличные;24.8;RUB;Наличные;0;RUB
29/04/2016;Продукты;Дранники морож.;Наличные;32.4;RUB;Наличные;0;RUB
29/04/2016;Продукты;Фасоль;Наличные;76.7;RUB;Наличные;0;RUB
29/04/2016;Гигиена;Туалетная бумага;Наличные;11.4;RUB;Наличные;0;RUB
29/04/2016;Сладкое;Козинаки;Наличные;19.8;RUB;Наличные;0;RUB
29/04/2016;Гигиена;Губки;Наличные;29;RUB;Наличные;0;RUB
29/04/2016;Ошибка;;Наличные;36.2;RUB;Наличные;0;RUB
30/04/2016;Одежда;Рубашка черная;Наличные;999;RUB;Наличные;0;RUB
30/04/2016;Одежда;Рубашка синяя;Наличные;949;RUB;Наличные;0;RUB
30/04/2016;Одежда;Куртка черная;Наличные;2499;RUB;Наличные;0;RUB
30/04/2016;Одежда;Брюки серые;Наличные;1999;RUB;Наличные;0;RUB
30/04/2016;Парикмахерская;;Наличные;150;RUB;Наличные;0;RUB
30/04/2016;Одежда;Ремень;Наличные;179;RUB;Наличные;0;RUB
01/05/2016;Одежда;Подшив брюк;Наличные;350;RUB;Наличные;0;RUB
01/05/2016;Продукты;Мюсли;Наличные;139;RUB;Наличные;0;RUB
01/05/2016;Продукты;Батон;Наличные;13.9;RUB;Наличные;0;RUB
01/05/2016;Продукты;Молоко;Наличные;34.8;RUB;Наличные;0;RUB
01/05/2016;Продукты;Картошка;Наличные;4.2;RUB;Наличные;0;RUB
01/05/2016;Сладкое;Паста nutella;Наличные;205.8;RUB;Наличные;0;RUB
03/05/2016;Сладкое;Зефир;Наличные;53;RUB;Наличные;0;RUB
03/05/2016;Продукты;Морковь;Наличные;25.55;RUB;Наличные;0;RUB
03/05/2016;Продукты;Хлеб 1/2;Наличные;9.9;RUB;Наличные;0;RUB
04/05/2016;Продукты;Капуста ;Наличные;75.45;RUB;Наличные;0;RUB
04/05/2016;Продукты;Молоко;Наличные;34.8;RUB;Наличные;0;RUB
04/05/2016;Продукты;Чай;Наличные;59.9;RUB;Наличные;0;RUB
05/05/2016;Продукты;Курица 1 кг, чебуреки;Наличные;90.94;RUB;Наличные;0;RUB
05/05/2016;Сладкое;Конфеты прохлада;Наличные;85;RUB;Наличные;0;RUB
06/05/2016;Зарплата;За 3 дня апрель;Наличные;0;RUB;Наличные;8700;RUB
07/05/2016;Другие деньги;За машину;Наличные;0;RUB;Наличные;22000;RUB
07/05/2016;Продукты;Картошка;Наличные;4;RUB;Наличные;0;RUB
08/05/2016;Сладкое;Паста шоколадная;Наличные;139;RUB;Наличные;0;RUB
08/05/2016;Продукты;Молоко;Наличные;34.8;RUB;Наличные;0;RUB
08/05/2016;Продукты;Хлеб;Наличные;13;RUB;Наличные;0;RUB
08/05/2016;Продукты;Хинкали 0.5;Наличные;52.1;RUB;Наличные;0;RUB
08/05/2016;Ошибка;;Наличные;0;RUB;Наличные;10.98;RUB
08/05/2016;Продукты;Соус к макаронам;Наличные;94;RUB;Наличные;0;RUB
08/05/2016;Сладкое;Пепси;Наличные;35;RUB;Наличные;0;RUB
08/05/2016;Связь;Мобильный банк;Наличные;60;RUB;Наличные;0;RUB
09/05/2016;Продукты;Майонез;Наличные;38.3;RUB;Наличные;0;RUB
09/05/2016;Продукты;Мясное рагу свинина;Наличные;62;RUB;Наличные;0;RUB
09/05/2016;Сладкое;Квас;Наличные;28;RUB;Наличные;0;RUB
11/05/2016;Продукты;Сосиски;Наличные;104.9;RUB;Наличные;0;RUB
11/05/2016;Фрукты;Бананы;Наличные;18.15;RUB;Наличные;0;RUB
12/05/2016;Продукты;Чебупели;Наличные;77;RUB;Наличные;0;RUB
13/05/2016;Сладкое;Паста шоколадная;Наличные;139;RUB;Наличные;0;RUB
13/05/2016;Продукты;Батон;Наличные;14.2;RUB;Наличные;0;RUB
13/05/2016;Сладкое;Квас;Наличные;30.8;RUB;Наличные;0;RUB
13/05/2016;Продукты;Рис;Наличные;34.9;RUB;Наличные;0;RUB
14/05/2016;Связь;Ростелеком;Наличные;628.84;RUB;Наличные;0;RUB
14/05/2016;Продукты;Картошка;Наличные;4;RUB;Наличные;0;RUB
14/05/2016;Продукты;Майонез;Наличные;32;RUB;Наличные;0;RUB
15/05/2016;Продукты;Чебупицца;Наличные;67;RUB;Наличные;0;RUB
15/05/2016;Сладкое;Квас;Наличные;28;RUB;Наличные;0;RUB
15/05/2016;Продукты;Майонез;Наличные;114;RUB;Наличные;0;RUB
15/05/2016;Продукты;Хлеб;Наличные;14.6;RUB;Наличные;0;RUB
16/05/2016;Продукты;Колбаса вареная;Наличные;116;RUB;Наличные;0;RUB
18/05/2016;Сладкое;Квас;Наличные;30.8;RUB;Наличные;0;RUB
18/05/2016;Сладкое;Печенье рыбки;Наличные;18;RUB;Наличные;0;RUB
19/05/2016;Продукты;Хлеб;Наличные;11;RUB;Наличные;0;RUB
19/05/2016;Продукты;Кетчуп;Наличные;66;RUB;Наличные;0;RUB
19/05/2016;Зарплата;Аванс;Наличные;0;RUB;Наличные;10000;RUB
20/05/2016;Связь;Мтс;Наличные;20;RUB;Наличные;0;RUB
20/05/2016;Продукты;Чебуреки мороженые;Наличные;41;RUB;Наличные;0;RUB
21/05/2016;Жилье;За 2 месяца;Наличные;15000;RUB;Наличные;0;RUB
21/05/2016;Продукты;Хлеб;Наличные;12;RUB;Наличные;0;RUB
22/05/2016;Продукты;Курица для супа;Наличные;47;RUB;Наличные;0;RUB
22/05/2016;Гигиена;Бритва;Наличные;79;RUB;Наличные;0;RUB
23/05/2016;Связь;Мтс;Наличные;12;RUB;Наличные;0;RUB
24/05/2016;Транспорт;Безлимит 90 дней;Наличные;5000;RUB;Наличные;0;RUB
25/05/2016;Продукты;Пшено;Наличные;30;RUB;Наличные;0;RUB
25/05/2016;Продукты;Рожки;Наличные;13.35;RUB;Наличные;0;RUB
25/05/2016;Фрукты;Бананы;Наличные;45.07;RUB;Наличные;0;RUB
25/05/2016;Фрукты;Яблоки;Наличные;33.58;RUB;Наличные;0;RUB
25/05/2016;Продукты;2 колбасы;Наличные;270;RUB;Наличные;0;RUB
26/05/2016;Продукты;Хлеб;Наличные;11;RUB;Наличные;0;RUB
26/05/2016;Сладкое;Повидло абрикос;Наличные;63;RUB;Наличные;0;RUB
27/05/2016;Продукты;Каша;Наличные;60;RUB;Наличные;0;RUB
27/05/2016;Продукты;Картошка;Наличные;8;RUB;Наличные;0;RUB
27/05/2016;Фрукты;Бананы;Наличные;31;RUB;Наличные;0;RUB
27/05/2016;Продукты;Яйцо;Наличные;38.6;RUB;Наличные;0;RUB
27/05/2016;Прочее;Пакет;Наличные;2;RUB;Наличные;0;RUB
27/05/2016;Одежда;3 футболки;Наличные;650;RUB;Наличные;0;RUB
27/05/2016;Продукты;Кефир;Наличные;53.5;RUB;Наличные;0;RUB
27/05/2016;Сладкое;Квас;Наличные;26;RUB;Наличные;0;RUB
27/05/2016;Сладкое;Щербет;Наличные;29.9;RUB;Наличные;0;RUB
29/05/2016;Сладкое;Пастила;Наличные;39.9;RUB;Наличные;0;RUB
29/05/2016;Продукты;Кефир;Наличные;53.2;RUB;Наличные;0;RUB
29/05/2016;Одежда;Сандали;Наличные;950;RUB;Наличные;0;RUB
29/05/2016;Сладкое;Щербет;Наличные;29.9;RUB;Наличные;0;RUB
29/05/2016;Одежда;2 пары носков;Наличные;50;RUB;Наличные;0;RUB
29/05/2016;Продукты;Ряженка;Наличные;69;RUB;Наличные;0;RUB
29/05/2016;Продукты;Хлеб;Наличные;12;RUB;Наличные;0;RUB
30/05/2016;Одежда;Сандали для улицы;Наличные;690;RUB;Наличные;0;RUB
30/05/2016;Продукты;Соус к макаронам;Наличные;59.9;RUB;Наличные;0;RUB
02/06/2016;Продукты;Ряженка;Наличные;50;RUB;Наличные;0;RUB
02/06/2016;Продукты;Яйцо;Наличные;39;RUB;Наличные;0;RUB
02/06/2016;Сладкое;Щербет;Наличные;24;RUB;Наличные;0;RUB
02/06/2016;Зарплата;За май 21 день;Наличные;0;RUB;Наличные;50900;RUB
03/06/2016;Продукты;Морковь;Наличные;14.55;RUB;Наличные;0;RUB
03/06/2016;Продукты;Яйцо;Наличные;35.5;RUB;Наличные;0;RUB
03/06/2016;Продукты;Роллтон бульон;Наличные;27;RUB;Наличные;0;RUB
03/06/2016;Продукты;Каша;Наличные;56.9;RUB;Наличные;0;RUB
03/06/2016;Продукты;Спагетти;Наличные;14.3;RUB;Наличные;0;RUB
03/06/2016;Продукты;Макароны;Наличные;14.3;RUB;Наличные;0;RUB
03/06/2016;Продукты;Капуста ;Наличные;32.61;RUB;Наличные;0;RUB
03/06/2016;Продукты;Картошка;Наличные;6.5;RUB;Наличные;0;RUB
03/06/2016;Продукты;Кефир;Наличные;59;RUB;Наличные;0;RUB
03/06/2016;Сладкое;Трубочки;Наличные;52;RUB;Наличные;0;RUB
05/06/2016;Ошибка;;Наличные;6.9;RUB;Наличные;0;RUB
05/06/2016;Спорт;Велосипед;Наличные;11170;RUB;Наличные;0;RUB
05/06/2016;Инструмент;Пасатижи;Наличные;169;RUB;Наличные;0;RUB
05/06/2016;Инструмент;Отвертка;Наличные;105;RUB;Наличные;0;RUB
05/06/2016;Инструмент;Разводной ключ;Наличные;269;RUB;Наличные;0;RUB
05/06/2016;Инструмент;Шестигранники;Наличные;175;RUB;Наличные;0;RUB
05/06/2016;Инструмент;Замок тросовый (locker);Наличные;429;RUB;Наличные;0;RUB
06/06/2016;Инструмент;Конусный ключ;Наличные;350;RUB;Наличные;0;RUB
07/06/2016;Продукты;Кефир;Наличные;39;RUB;Наличные;0;RUB
07/06/2016;Сладкое;Квас;Наличные;26;RUB;Наличные;0;RUB
08/06/2016;Продукты;Сосиски;Наличные;208.2;RUB;Наличные;0;RUB
08/06/2016;Продукты;Хлеб;Наличные;12;RUB;Наличные;0;RUB
08/06/2016;Гигиена;Мыло;Наличные;43.9;RUB;Наличные;0;RUB
08/06/2016;Продукты;Майонез;Наличные;22.9;RUB;Наличные;0;RUB
08/06/2016;Продукты;Фасоль в соусе;Наличные;59;RUB;Наличные;0;RUB
09/06/2016;Сладкое;Трубочки;Наличные;71.5;RUB;Наличные;0;RUB
09/06/2016;Связь;Мобильный банк;Наличные;60;RUB;Наличные;0;RUB
09/06/2016;Продукты;Кефир;Наличные;39;RUB;Наличные;0;RUB
09/06/2016;Сладкое;Щербет;Наличные;29;RUB;Наличные;0;RUB
11/06/2016;Продукты;Сметана;Наличные;33;RUB;Наличные;0;RUB
11/06/2016;Фрукты;Бананы;Наличные;25.25;RUB;Наличные;0;RUB
11/06/2016;Продукты;Сервелат;Наличные;81.9;RUB;Наличные;0;RUB
11/06/2016;Фрукты;Яблоки;Наличные;23.95;RUB;Наличные;0;RUB
11/06/2016;Продукты;Творог;Наличные;34.9;RUB;Наличные;0;RUB
11/06/2016;Сладкое;Печенье сыр;Наличные;19.1;RUB;Наличные;0;RUB
11/06/2016;Гигиена;Дося порошок;Наличные;27.9;RUB;Наличные;0;RUB
11/06/2016;;Перевод родне;Наличные;50000;RUB;Семейный;50000;RUB
12/06/2016;Продукты;Макароны;Наличные;14.3;RUB;Наличные;0;RUB
12/06/2016;Сладкое;Печенье рыбки;Наличные;18;RUB;Наличные;0;RUB
12/06/2016;Продукты;Картошка;Наличные;31;RUB;Наличные;0;RUB
12/06/2016;Продукты;Яйцо;Наличные;33.9;RUB;Наличные;0;RUB
12/06/2016;Продукты;Курица для супа;Наличные;48.78;RUB;Наличные;0;RUB
13/06/2016;;;Наличные;8430.22;RUB;Сбербанк;8430.22;RUB
13/06/2016;Продукты;Сахар;Наличные;36.36;RUB;Наличные;0;RUB
13/06/2016;Продукты;Фасоль в соусе;Наличные;59.9;RUB;Наличные;0;RUB
13/06/2016;Продукты;Ряженка;Наличные;68.48;RUB;Наличные;0;RUB
13/06/2016;Фрукты;Бананы;Наличные;27.26;RUB;Наличные;0;RUB
13/06/2016;Прочее;Карта окей;Наличные;45;RUB;Наличные;0;RUB
15/06/2016;Продукты;Яйцо;Наличные;32.5;RUB;Наличные;0;RUB
15/06/2016;Сладкое;Щербет;Наличные;29.2;RUB;Наличные;0;RUB
15/06/2016;Сладкое;Твикс;Наличные;34.3;RUB;Наличные;0;RUB
15/06/2016;Фрукты;Бананы;Наличные;32;RUB;Наличные;0;RUB
16/06/2016;Сладкое;Трубочки;Сбербанк;52;RUB;Сбербанк;0;RUB
16/06/2016;Фрукты;Яблоки;Сбербанк;43.6;RUB;Сбербанк;0;RUB
16/06/2016;Фрукты;Бананы;Сбербанк;34.4;RUB;Сбербанк;0;RUB
16/06/2016;Продукты;Хлеб;Сбербанк;12;RUB;Сбербанк;0;RUB
16/06/2016;Прочее;Пакет;Сбербанк;2.2;RUB;Сбербанк;0;RUB
16/06/2016;Продукты;Кефир;Наличные;48.9;RUB;Наличные;0;RUB
16/06/2016;Сладкое;Твикс;Сбербанк;42.9;RUB;Сбербанк;0;RUB
17/06/2016;Сладкое;Мажитель;Сбербанк;50;RUB;Сбербанк;0;RUB
17/06/2016;Сладкое;Конфеты батончики;Сбербанк;78;RUB;Сбербанк;0;RUB
17/06/2016;Сладкое;Квас;Сбербанк;26;RUB;Сбербанк;0;RUB
18/06/2016;;;Сбербанк;413.9;RUB;Наличные;413.9;RUB
19/06/2016;Гигиена;Зуб. паста колгейт;Наличные;36;RUB;Наличные;0;RUB
19/06/2016;Продукты;Сервелат;Наличные;82;RUB;Наличные;0;RUB
19/06/2016;Продукты;Фасоль в соусе;Наличные;62;RUB;Наличные;0;RUB
19/06/2016;Сладкое;Зефир;Наличные;53;RUB;Наличные;0;RUB
19/06/2016;Продукты;Майонез;Наличные;32;RUB;Наличные;0;RUB
19/06/2016;;;Сбербанк;265;RUB;Наличные;265;RUB
20/06/2016;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
20/06/2016;;;UniCredit;10000;RUB;Сбербанк;10000;RUB
22/06/2016;Продукты;Молоко;Наличные;51;RUB;Наличные;0;RUB
22/06/2016;Продукты;Мюсли;Наличные;44;RUB;Наличные;0;RUB
22/06/2016;Сладкое;Зефир;Наличные;53;RUB;Наличные;0;RUB
24/06/2016;Фрукты;Бананы;Сбербанк;21;RUB;Сбербанк;0;RUB
24/06/2016;Продукты;Морковь;Наличные;10.17;RUB;Наличные;0;RUB
24/06/2016;Продукты;Картошка;Наличные;21.83;RUB;Наличные;0;RUB
24/06/2016;Сладкое;Зефир;Наличные;53;RUB;Наличные;0;RUB
24/06/2016;Сладкое;Миринда;Наличные;53;RUB;Наличные;0;RUB
26/06/2016;Продукты;Хлеб;Наличные;12.1;RUB;Наличные;0;RUB
26/06/2016;Продукты;Лечо;Наличные;61;RUB;Наличные;0;RUB
26/06/2016;Продукты;Морковь;Наличные;9;RUB;Наличные;0;RUB
26/06/2016;Продукты;Майонез;Наличные;33;RUB;Наличные;0;RUB
26/06/2016;Продукты;Картошка;Наличные;24;RUB;Наличные;0;RUB
26/06/2016;Продукты;Макароны 2х;Наличные;28.6;RUB;Наличные;0;RUB
26/06/2016;Продукты;Курица для супа;Наличные;36.19;RUB;Наличные;0;RUB
26/06/2016;Продукты;Яйцо;Наличные;37.3;RUB;Наличные;0;RUB
26/06/2016;Гигиена;Ватные палочки;Наличные;16;RUB;Наличные;0;RUB
26/06/2016;Сладкое;Зефир;Наличные;53;RUB;Наличные;0;RUB
28/06/2016;Продукты;Хлеб;Наличные;12;RUB;Наличные;0;RUB
28/06/2016;Сладкое;Конфеты аленка;Наличные;66;RUB;Наличные;0;RUB
29/06/2016;Продукты;Пельмени;Наличные;134.4;RUB;Наличные;0;RUB
29/06/2016;Продукты;Майонез;Наличные;21.9;RUB;Наличные;0;RUB
29/06/2016;Продукты;Ветчина;Наличные;85.9;RUB;Наличные;0;RUB
29/06/2016;Продукты;Кефир;Наличные;50.9;RUB;Наличные;0;RUB
29/06/2016;Сладкое;Щербет;Наличные;29.9;RUB;Наличные;0;RUB
30/06/2016;;;Сбербанк;900;RUB;Наличные;900;RUB
30/06/2016;Одежда;Кошелек;Наличные;160;RUB;Наличные;0;RUB
30/06/2016;Charity;Бездомные собаки;Наличные;40;RUB;Наличные;0;RUB
30/06/2016;;;Сбербанк;997.19;RUB;Наличные;997.19;RUB
01/07/2016;Сладкое;Coca-cola;Наличные;48;RUB;Наличные;0;RUB
01/07/2016;;;Сбербанк;48;RUB;Наличные;48;RUB
02/07/2016;Продукты;Хлеб;Сбербанк;21.6;RUB;Сбербанк;0;RUB
02/07/2016;Продукты;Картошка;Сбербанк;18;RUB;Сбербанк;0;RUB
02/07/2016;Продукты;Яйцо;Сбербанк;37;RUB;Сбербанк;0;RUB
02/07/2016;Сладкое;Твикс;Сбербанк;35.9;RUB;Сбербанк;0;RUB
02/07/2016;Сладкое;Зефир;Сбербанк;57;RUB;Сбербанк;0;RUB
02/07/2016;Гигиена;Мыло;Сбербанк;37.5;RUB;Сбербанк;0;RUB
03/07/2016;Продукты;Колбаса вареная;Сбербанк;95;RUB;Сбербанк;0;RUB
03/07/2016;Продукты;Морковь;Сбербанк;7.24;RUB;Сбербанк;0;RUB
03/07/2016;Продукты;Чеснок;Сбербанк;18.34;RUB;Сбербанк;0;RUB
03/07/2016;Фрукты;Бананы;Сбербанк;34.69;RUB;Сбербанк;0;RUB
03/07/2016;Сладкое;Зефир;Сбербанк;44.03;RUB;Сбербанк;0;RUB
03/07/2016;Сладкое;Coca-cola;Сбербанк;48.9;RUB;Сбербанк;0;RUB
03/07/2016;Сладкое;Твикс;Сбербанк;37.8;RUB;Сбербанк;0;RUB
04/07/2016;Сладкое;Сникерс;Сбербанк;38;RUB;Сбербанк;0;RUB
04/07/2016;Продукты;Хлеб;Сбербанк;28;RUB;Сбербанк;0;RUB
05/07/2016;Зарплата;За июнь;UniCredit;0;RUB;UniCredit;51164.03;RUB
06/07/2016;;;UniCredit;51100;RUB;Сбербанк;51100;RUB
06/07/2016;;;Наличные;850;RUB;Сбербанк;850;RUB
06/07/2016;Продукты;Хлеб;Сбербанк;22;RUB;Сбербанк;0;RUB
06/07/2016;Продукты;Бульон куриный;Сбербанк;29;RUB;Сбербанк;0;RUB
06/07/2016;Сладкое;Трубочки;Сбербанк;52;RUB;Сбербанк;0;RUB
07/07/2016;;Перевод родне;Сбербанк;50000;RUB;Семейный;50000;RUB
07/07/2016;Продукты;Морковь;Сбербанк;5.55;RUB;Сбербанк;0;RUB
07/07/2016;Продукты;Кетчуп;Сбербанк;38.9;RUB;Сбербанк;0;RUB
07/07/2016;Продукты;Хлеб;Сбербанк;22;RUB;Сбербанк;0;RUB
07/07/2016;Продукты;Картошка;Сбербанк;24.75;RUB;Сбербанк;0;RUB
07/07/2016;Продукты;Тушенка;Сбербанк;85.9;RUB;Сбербанк;0;RUB
07/07/2016;Продукты;Майонез;Сбербанк;21.9;RUB;Сбербанк;0;RUB
09/07/2016;Продукты;Молоко;Сбербанк;37;RUB;Сбербанк;0;RUB
09/07/2016;Продукты;Ветчина;Сбербанк;85.5;RUB;Сбербанк;0;RUB
09/07/2016;Продукты;Макароны;Сбербанк;14.3;RUB;Сбербанк;0;RUB
09/07/2016;Продукты;Курица для супа;Сбербанк;41.03;RUB;Сбербанк;0;RUB
09/07/2016;Продукты;Сало;Сбербанк;100.93;RUB;Сбербанк;0;RUB
09/07/2016;Сладкое;Печенье;Сбербанк;57.5;RUB;Сбербанк;0;RUB
10/07/2016;Связь;Мобильный банк;Наличные;60;RUB;Наличные;0;RUB
10/07/2016;Сладкое;Зефир;Сбербанк;53;RUB;Сбербанк;0;RUB
10/07/2016;Сладкое;Трубочки;Сбербанк;51;RUB;Сбербанк;0;RUB
10/07/2016;Продукты;Молоко;Сбербанк;36;RUB;Сбербанк;0;RUB
11/07/2016;;;Сбербанк;60;RUB;Наличные;60;RUB
12/07/2016;Продукты;Хлеб;Сбербанк;22;RUB;Сбербанк;0;RUB
12/07/2016;Продукты;Майонез;Сбербанк;21;RUB;Сбербанк;0;RUB
15/07/2016;Продукты;Кефир;Сбербанк;22.7;RUB;Сбербанк;0;RUB
