date;category;comment;outcome_account;outcome;outcome_currency;income_account;income;income_currency
19/02/2017;Сладкое;Киткат;Сбербанк;165.53;RUB;Сбербанк;0;RUB
19/02/2017;Хозтовары;Средство для посуды;Сбербанк;39.69;RUB;Сбербанк;0;RUB
19/02/2017;Хозтовары;Спички;Сбербанк;23.13;RUB;Сбербанк;0;RUB
19/02/2017;Сладкое;Чипсы;Сбербанк;135.08;RUB;Сбербанк;0;RUB
19/02/2017;Хозтовары;Мешки для мусора;Сбербанк;36.68;RUB;Сбербанк;0;RUB
19/02/2017;Сладкое;Паста nutella;Сбербанк;222.25;RUB;Сбербанк;0;RUB
20/02/2017;;;Сбербанк;3200;RUB;Наличные;3200;RUB
20/02/2017;Еда;Обед;Сбербанк;210;RUB;Сбербанк;0;RUB
20/02/2017;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
21/02/2017;Мероприятия;Проставился за ДР;Наличные;3750;RUB;Наличные;0;RUB
23/02/2017;Продукты;Пельмени;Сбербанк;99;RUB;Сбербанк;0;RUB
23/02/2017;Прочее;Термопакет;Сбербанк;99;RUB;Сбербанк;0;RUB
23/02/2017;Продукты;Хотстеры;Сбербанк;119.8;RUB;Сбербанк;0;RUB
23/02/2017;Продукты;Сыр;Сбербанк;47.9;RUB;Сбербанк;0;RUB
23/02/2017;Сладкое;Фисташки;Сбербанк;135.7;RUB;Сбербанк;0;RUB
23/02/2017;Сладкое;Киткат;Сбербанк;249;RUB;Сбербанк;0;RUB
23/02/2017;Продукты;Плов;Сбербанк;79.9;RUB;Сбербанк;0;RUB
23/02/2017;Сладкое;Сок;Сбербанк;96.9;RUB;Сбербанк;0;RUB
23/02/2017;Сладкое;Зефир;Сбербанк;55;RUB;Сбербанк;0;RUB
23/02/2017;Продукты;Сардельки;Сбербанк;96.9;RUB;Сбербанк;0;RUB
23/02/2017;Сладкое;Чипсы;Сбербанк;107;RUB;Сбербанк;0;RUB
23/02/2017;Продукты;Колбаса;Сбербанк;345.9;RUB;Сбербанк;0;RUB
25/02/2017;Продукты;Рис;Сбербанк;62.4;RUB;Сбербанк;0;RUB
25/02/2017;Продукты;Плов;Сбербанк;79.9;RUB;Сбербанк;0;RUB
25/02/2017;Продукты;Блины;Сбербанк;63.9;RUB;Сбербанк;0;RUB
25/02/2017;Продукты;Сосиски;Сбербанк;59.9;RUB;Сбербанк;0;RUB
25/02/2017;Сладкое;Пепси;Сбербанк;69.9;RUB;Сбербанк;0;RUB
25/02/2017;Хозтовары;Мешки для мусора;Сбербанк;10.29;RUB;Сбербанк;0;RUB
25/02/2017;Сладкое;Шоколад;Сбербанк;103.84;RUB;Сбербанк;0;RUB
25/02/2017;Одежда;Носки;Сбербанк;43.72;RUB;Сбербанк;0;RUB
25/02/2017;Хозтовары;Замок тросовый (locker);Сбербанк;202.27;RUB;Сбербанк;0;RUB
25/02/2017;Хозтовары;Рулетка;Сбербанк;101.08;RUB;Сбербанк;0;RUB
27/02/2017;;;Сбербанк;100;RUB;Наличные;100;RUB
27/02/2017;Спорт;Насос;Наличные;200;RUB;Наличные;0;RUB
03/03/2017;Зарплата;За февраль;UniCredit;0;RUB;UniCredit;52393;RUB
04/03/2017;Связь;Мобильный банк;UniCredit;60;RUB;UniCredit;0;RUB
04/03/2017;Продукты;Соль;Сбербанк;35;RUB;Сбербанк;0;RUB
04/03/2017;Продукты;Хлеб;Сбербанк;41;RUB;Сбербанк;0;RUB
04/03/2017;Продукты;Рагу;Сбербанк;85;RUB;Сбербанк;0;RUB
06/03/2017;Сладкое;Паста nutella;Сбербанк;257.08;RUB;Сбербанк;0;RUB
06/03/2017;Сладкое;Шоколад;Сбербанк;80;RUB;Сбербанк;0;RUB
06/03/2017;Продукты;Вода;Сбербанк;12;RUB;Сбербанк;0;RUB
06/03/2017;Продукты;Колбаса;Сбербанк;70;RUB;Сбербанк;0;RUB
06/03/2017;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
08/03/2017;Продукты;Хлеб;Сбербанк;32.68;RUB;Сбербанк;0;RUB
08/03/2017;Сладкое;Шоколад;Сбербанк;70;RUB;Сбербанк;0;RUB
08/03/2017;Сладкое;Паста nutella;Сбербанк;470;RUB;Сбербанк;0;RUB
10/03/2017;Сладкое;Паста nutella;Сбербанк;500;RUB;Сбербанк;0;RUB
10/03/2017;Сладкое;Шоколад;Сбербанк;154.49;RUB;Сбербанк;0;RUB
11/03/2017;Жилье;Аренда комнаты;Сбербанк;15153.94;RUB;Сбербанк;0;RUB
12/03/2017;;;Сбербанк;900;RUB;Наличные;900;RUB
12/03/2017;Хозтовары;Ключ;Наличные;100;RUB;Наличные;0;RUB
12/03/2017;Спорт;Велокамера;Сбербанк;299;RUB;Сбербанк;0;RUB
12/03/2017;Связь;Мтс интернет;Сбербанк;210;RUB;Сбербанк;0;RUB
13/03/2017;Другие деньги;На день рождения;Наличные;0;RUB;Наличные;6424.08;RUB
13/03/2017;;;Сбербанк;500;RUB;Наличные;500;RUB
13/03/2017;Мероприятия;На 8 марта;Наличные;1000;RUB;Наличные;0;RUB
13/03/2017;Связь;интернет долг;Сбербанк;1310;RUB;Сбербанк;0;RUB
15/03/2017;Техника;microUSB кабель;Сбербанк;330;RUB;Сбербанк;0;RUB
16/03/2017;Еда;Обед;Наличные;230;RUB;Наличные;0;RUB
17/03/2017;Еда;Обед;Наличные;170;RUB;Наличные;0;RUB
18/03/2017;Продукты;Пюре;Сбербанк;32.8;RUB;Сбербанк;0;RUB
18/03/2017;Фрукты;Сухофрукты;Сбербанк;110.7;RUB;Сбербанк;0;RUB
18/03/2017;Сладкое;Мармелад;Сбербанк;84.91;RUB;Сбербанк;0;RUB
18/03/2017;Продукты;Сыр;Сбербанк;59.9;RUB;Сбербанк;0;RUB
18/03/2017;Гигиена;Зуб. щетка;Сбербанк;43;RUB;Сбербанк;0;RUB
18/03/2017;Гигиена;Зуб. паста колгейт;Сбербанк;46.9;RUB;Сбербанк;0;RUB
18/03/2017;Фрукты;Груша;Сбербанк;47.59;RUB;Сбербанк;0;RUB
18/03/2017;Фрукты;Орехи;Сбербанк;36.2;RUB;Сбербанк;0;RUB
18/03/2017;Продукты;Чай;Сбербанк;67.5;RUB;Сбербанк;0;RUB
18/03/2017;Гигиена;Бритва;Сбербанк;155.5;RUB;Сбербанк;0;RUB
18/03/2017;Фрукты;Бананы;Сбербанк;25;RUB;Сбербанк;0;RUB
18/03/2017;Еда;Обед;Наличные;170;RUB;Наличные;0;RUB
20/03/2017;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
20/03/2017;;;Наличные;57;RUB;Счет Клик;57;RUB
20/03/2017;;;Наличные;1000;RUB;Семейный;1000;RUB
20/03/2017;Еда;Обед;Наличные;110;RUB;Наличные;0;RUB
21/03/2017;Суточные;;Сбербанк;0;RUB;Сбербанк;22400;RUB
21/03/2017;;;Наличные;7600;RUB;Сбербанк;7600;RUB
21/03/2017;;;UniCredit;62333;RUB;Счет Клик;62333;RUB
23/03/2017;Транспорт;60 поездок;Наличные;1700;RUB;Наличные;0;RUB
23/03/2017;;;UniCredit;10000;RUB;Счет Клик;10000;RUB
23/03/2017;;;Сбербанк;6536.94;RUB;Наличные;6536.94;RUB
23/03/2017;;;Сбербанк;1700;RUB;Наличные;1700;RUB
23/03/2017;Сладкое;Зефир;Сбербанк;55;RUB;Сбербанк;0;RUB
23/03/2017;Сладкое;Коктейль шоколодный;Сбербанк;59.9;RUB;Сбербанк;0;RUB
23/03/2017;Сладкое;Орехи;Сбербанк;28.2;RUB;Сбербанк;0;RUB
23/03/2017;Сладкое;Фисташки;Сбербанк;250.7;RUB;Сбербанк;0;RUB
23/03/2017;Продукты;Блины;Сбербанк;159;RUB;Сбербанк;0;RUB
23/03/2017;Продукты;Сок томатный;Сбербанк;86;RUB;Сбербанк;0;RUB
23/03/2017;Продукты;Хотстеры;Сбербанк;59.9;RUB;Сбербанк;0;RUB
23/03/2017;Прочее;Пакет;Сбербанк;4.4;RUB;Сбербанк;0;RUB
23/03/2017;Гигиена;Жидкость для полоскания;Сбербанк;61.9;RUB;Сбербанк;0;RUB
23/03/2017;Связь;интернет долг;Сбербанк;270;RUB;Сбербанк;0;RUB
25/03/2017;Спорт;Насос;Сбербанк;199;RUB;Сбербанк;0;RUB
28/03/2017;Зарплата;Отпускные;UniCredit;0;RUB;UniCredit;32055.76;RUB
28/03/2017;;;UniCredit;32055.76;RUB;Счет Клик;32055.76;RUB
29/03/2017;;;Сбербанк;2038.98;RUB;Наличные;2038.98;RUB
29/03/2017;Еда;Обед;Сбербанк;210;RUB;Сбербанк;0;RUB
30/03/2017;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
31/03/2017;Парикмахерская;;Наличные;350;RUB;Наличные;0;RUB
31/03/2017;Продукты;Хлеб;Сбербанк;40;RUB;Сбербанк;0;RUB
31/03/2017;Сладкое;Сок;Сбербанк;88;RUB;Сбербанк;0;RUB
31/03/2017;Сладкое;Фисташки;Сбербанк;115;RUB;Сбербанк;0;RUB
01/04/2017;;;UniCredit;68369.58;RUB;Счет Клик;68369.58;RUB
01/04/2017;Продукты;Колбаса;Сбербанк;89;RUB;Сбербанк;0;RUB
01/04/2017;Сладкое;Сок;Сбербанк;86.4;RUB;Сбербанк;0;RUB
01/04/2017;Сладкое;Фисташки;Сбербанк;250.7;RUB;Сбербанк;0;RUB
01/04/2017;Сладкое;Чипсы;Сбербанк;75;RUB;Сбербанк;0;RUB
01/04/2017;Хозтовары;порошок;Сбербанк;135.9;RUB;Сбербанк;0;RUB
01/04/2017;Хозтовары;Половник;Сбербанк;174;RUB;Сбербанк;0;RUB
01/04/2017;Сладкое;Фисташки;Сбербанк;137.5;RUB;Сбербанк;0;RUB
03/04/2017;Сладкое;Лимонад;Сбербанк;54.1;RUB;Сбербанк;0;RUB
03/04/2017;Сладкое;Чипсы;Сбербанк;80.3;RUB;Сбербанк;0;RUB
03/04/2017;Сладкое;Зефир;Сбербанк;110;RUB;Сбербанк;0;RUB
03/04/2017;Прочее;Пакет;Сбербанк;2.2;RUB;Сбербанк;0;RUB
03/04/2017;Сладкое;Орехи;Сбербанк;18.8;RUB;Сбербанк;0;RUB
03/04/2017;Сладкое;Фисташки;Сбербанк;250.7;RUB;Сбербанк;0;RUB
03/04/2017;Хозтовары;Средство для посуды;Сбербанк;25.9;RUB;Сбербанк;0;RUB
05/04/2017;Зарплата;За март;UniCredit;0;RUB;UniCredit;57369.58;RUB
05/04/2017;Продукты;Молоко;Сбербанк;37;RUB;Сбербанк;0;RUB
05/04/2017;Гигиена;Шампунь;Сбербанк;123;RUB;Сбербанк;0;RUB
05/04/2017;Сладкое;Сок;Сбербанк;53;RUB;Сбербанк;0;RUB
05/04/2017;Продукты;Мюсли;Сбербанк;129.3;RUB;Сбербанк;0;RUB
05/04/2017;Сладкое;Фисташки;Сбербанк;250.7;RUB;Сбербанк;0;RUB
05/04/2017;;;Сбербанк;100;RUB;Наличные;100;RUB
07/04/2017;Прочее;Пакет;Наличные;4;RUB;Наличные;0;RUB
07/04/2017;Сладкое;Орехи;Наличные;50;RUB;Наличные;0;RUB
07/04/2017;Сладкое;Шоколад;Наличные;78;RUB;Наличные;0;RUB
07/04/2017;Продукты;Блины;Наличные;76;RUB;Наличные;0;RUB
07/04/2017;Продукты;Масло;Наличные;79;RUB;Наличные;0;RUB
08/04/2017;Сладкое;Сок;Сбербанк;98.39;RUB;Сбербанк;0;RUB
08/04/2017;Продукты;Сыр;Сбербанк;28.02;RUB;Сбербанк;0;RUB
08/04/2017;Сладкое;Фисташки;Сбербанк;170.89;RUB;Сбербанк;0;RUB
08/04/2017;Сладкое;Чипсы;Сбербанк;37.64;RUB;Сбербанк;0;RUB
08/04/2017;Продукты;Икра;Сбербанк;31.5;RUB;Сбербанк;0;RUB
08/04/2017;Сладкое;Конфеты;Сбербанк;159.46;RUB;Сбербанк;0;RUB
08/04/2017;Хозтовары;Мешки для мусора;Сбербанк;30.87;RUB;Сбербанк;0;RUB
08/04/2017;Продукты;Сыр;Сбербанк;48.25;RUB;Сбербанк;0;RUB
08/04/2017;Продукты;Ветчина;Сбербанк;135.78;RUB;Сбербанк;0;RUB
08/04/2017;Сладкое;Зефир;Сбербанк;63.33;RUB;Сбербанк;0;RUB
08/04/2017;Продукты;Молоко;Сбербанк;37.91;RUB;Сбербанк;0;RUB
08/04/2017;Фрукты;Бананы;Сбербанк;48.03;RUB;Сбербанк;0;RUB
09/04/2017;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
10/04/2017;Продукты;Хлеб;Сбербанк;41.1;RUB;Сбербанк;0;RUB
10/04/2017;Сладкое;Шоколад;Сбербанк;125;RUB;Сбербанк;0;RUB
10/04/2017;Продукты;Майонез;Сбербанк;39.9;RUB;Сбербанк;0;RUB
10/04/2017;;;Сбербанк;1000;RUB;UniCredit;1000;RUB
11/04/2017;Сладкое;Орехи;Сбербанк;135.23;RUB;Сбербанк;0;RUB
11/04/2017;Одежда;Носки;Сбербанк;21.86;RUB;Сбербанк;0;RUB
11/04/2017;Сладкое;Фисташки;Сбербанк;194.69;RUB;Сбербанк;0;RUB
11/04/2017;Еда;Пирожок;Сбербанк;38.95;RUB;Сбербанк;0;RUB
11/04/2017;Сладкое;Баунти;Сбербанк;168.71;RUB;Сбербанк;0;RUB
12/04/2017;;Курсы переподготовки;Сбербанк;9200;RUB;Семейный;9200;RUB
12/04/2017;;;Сбербанк;210;RUB;Семейный;210;RUB
13/04/2017;;;Сбербанк;5000;RUB;Семейный;5000;RUB
14/04/2017;Техника;Блок питания для ноутбука;Наличные;500;RUB;Наличные;0;RUB
14/04/2017;;;Сбербанк;6000;RUB;Семейный;6000;RUB
14/04/2017;;;Сбербанк;5000;RUB;Семейный;5000;RUB
14/04/2017;;;Наличные;2000;RUB;Сбербанк;2000;RUB
14/04/2017;Сладкое;Сок;Сбербанк;79;RUB;Сбербанк;0;RUB
14/04/2017;Продукты;Хлеб;Сбербанк;39.15;RUB;Сбербанк;0;RUB
14/04/2017;Продукты;Сыр;Сбербанк;59.9;RUB;Сбербанк;0;RUB
14/04/2017;Продукты;Молоко;Сбербанк;47.95;RUB;Сбербанк;0;RUB
14/04/2017;Сладкое;Шоколад;Сбербанк;131;RUB;Сбербанк;0;RUB
14/04/2017;Сладкое;Печенье;Сбербанк;35;RUB;Сбербанк;0;RUB
14/04/2017;Продукты;Колбаса;Сбербанк;129;RUB;Сбербанк;0;RUB
15/04/2017;Продукты;Молоко;Сбербанк;48.9;RUB;Сбербанк;0;RUB
15/04/2017;Сладкое;Шоколад;Сбербанк;175.9;RUB;Сбербанк;0;RUB
15/04/2017;Фрукты;Бананы;Сбербанк;48.85;RUB;Сбербанк;0;RUB
15/04/2017;Гигиена;Туалетная бумага;Сбербанк;9.26;RUB;Сбербанк;0;RUB
15/04/2017;Продукты;Помидоры;Сбербанк;85.09;RUB;Сбербанк;0;RUB
15/04/2017;Семейные;Бабушкины;Сбербанк;0;RUB;Сбербанк;300000;RUB
15/04/2017;;;Сбербанк;90000;RUB;Счет Клик;90000;RUB
18/04/2017;Продукты;Хлеб;Сбербанк;69;RUB;Сбербанк;0;RUB
18/04/2017;Продукты;Консервы;Сбербанк;69;RUB;Сбербанк;0;RUB
18/04/2017;;;Сбербанк;90000;RUB;Счет Клик;90000;RUB
20/04/2017;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
21/04/2017;Сладкое;Паста шоколадная;Сбербанк;147.68;RUB;Сбербанк;0;RUB
22/04/2017;Еда;Обед;Сбербанк;302.77;RUB;Сбербанк;0;RUB
22/04/2017;Услуги;Хранение багажа;Сбербанк;432.53;RUB;Сбербанк;0;RUB
24/04/2017;Одежда;Брюки;Наличные;1100;RUB;Наличные;0;RUB
24/04/2017;Одежда;Рубашка;Сбербанк;600;RUB;Сбербанк;0;RUB
24/04/2017;Одежда;Свитер;Сбербанк;1560;RUB;Сбербанк;0;RUB
24/04/2017;Одежда;Брюки;Наличные;899;RUB;Наличные;0;RUB
25/04/2017;Одежда;Рубашка;Сбербанк;599;RUB;Сбербанк;0;RUB
25/04/2017;Одежда;Рубашка;Наличные;500;RUB;Наличные;0;RUB
26/04/2017;Самолет;В Астрахань;Сбербанк;3058.98;RUB;Сбербанк;0;RUB
26/04/2017;Одежда;Обувь;Сбербанк;900;RUB;Сбербанк;0;RUB
26/04/2017;;;Сбербанк;100;RUB;Наличные;100;RUB
27/04/2017;Самолет;Такси в аэропорт;Сбербанк;899;RUB;Сбербанк;0;RUB
27/04/2017;Charity;Пакетик чая;Наличные;50;RUB;Наличные;0;RUB
27/04/2017;Сладкое;Йогурт;Сбербанк;71;RUB;Сбербанк;0;RUB
27/04/2017;Продукты;Сметана;Сбербанк;43;RUB;Сбербанк;0;RUB
28/04/2017;Сладкое;Михайловский;Сбербанк;1323.1;RUB;Сбербанк;0;RUB
28/04/2017;Одежда;Носки;Сбербанк;56;RUB;Сбербанк;0;RUB
28/04/2017;Техника;Утюг;Сбербанк;1190;RUB;Сбербанк;0;RUB
29/04/2017;Свадьба;;Наличные;15000;RUB;Наличные;0;RUB
01/05/2017;Связь;Мобильный банк;Сбербанк;60;RUB;Сбербанк;0;RUB
02/05/2017;;;Сбербанк;25000;RUB;Наличные;25000;RUB
02/05/2017;Самолет;В Москву;Сбербанк;2646.94;RUB;Сбербанк;0;RUB
04/05/2017;Ошибка;;UniCredit;0;RUB;UniCredit;90.21;RUB
04/05/2017;;;Сбербанк;88609.79;RUB;UniCredit;88609.79;RUB
04/05/2017;;;UniCredit;700;RUB;Наличные;700;RUB
04/05/2017;Сладкое;;Наличные;704;RUB;Наличные;0;RUB
04/05/2017;Свадьба;Такси;Наличные;600;RUB;Наличные;0;RUB
05/05/2017;Свадьба;Такси;Наличные;416;RUB;Наличные;0;RUB
05/05/2017;Relationship;Кино;Наличные;800;RUB;Наличные;0;RUB
05/05/2017;Зарплата;За апрель;UniCredit;0;RUB;UniCredit;21570.56;RUB
05/05/2017;Связь;Мобильный банк;UniCredit;60;RUB;UniCredit;0;RUB
06/05/2017;Семейные;От отца;Наличные;0;RUB;Наличные;4000;RUB
06/05/2017;Сладкое;Для пикника;UniCredit;402;RUB;UniCredit;0;RUB
06/05/2017;Продукты;Цыпленок гриль;UniCredit;169;RUB;UniCredit;0;RUB
06/05/2017;Гигиена;ОРБИТ;UniCredit;24;RUB;UniCredit;0;RUB
06/05/2017;Одежда;Носки;UniCredit;32;RUB;UniCredit;0;RUB
06/05/2017;Продукты;Минералка;UniCredit;69;RUB;UniCredit;0;RUB
06/05/2017;Здоровье;Фастумгель;UniCredit;228;RUB;UniCredit;0;RUB
09/05/2017;;;UniCredit;97.96;RUB;Сбербанк;97.96;RUB
09/05/2017;;;UniCredit;5000;RUB;Наличные;5000;RUB
09/05/2017;Семейные;За 3-й этаж;UniCredit;0;RUB;UniCredit;13400;RUB
09/05/2017;;;UniCredit;90000;RUB;Счет Клик;90000;RUB
09/05/2017;;;UniCredit;3488.6;RUB;Счет Клик;3488.6;RUB
09/05/2017;Фрукты;Бананы;UniCredit;39.62;RUB;UniCredit;0;RUB
09/05/2017;Гигиена;Гель для душа;UniCredit;253.17;RUB;UniCredit;0;RUB
09/05/2017;Продукты;Капуста квашеная;UniCredit;93.41;RUB;UniCredit;0;RUB
09/05/2017;Продукты;Хлеб;UniCredit;25.4;RUB;UniCredit;0;RUB
09/05/2017;Сладкое;Сок;UniCredit;79.9;RUB;UniCredit;0;RUB
10/05/2017;Жилье;За май;Наличные;15000;RUB;Наличные;0;RUB
11/05/2017;Фрукты;Бананы;UniCredit;28.3;RUB;UniCredit;0;RUB
11/05/2017;Продукты;Майонез;UniCredit;30.5;RUB;UniCredit;0;RUB
11/05/2017;Сладкое;Йогурт;UniCredit;49;RUB;UniCredit;0;RUB
11/05/2017;Сладкое;Трубочки;UniCredit;52;RUB;UniCredit;0;RUB
11/05/2017;Продукты;Пельмени;UniCredit;270;RUB;UniCredit;0;RUB
11/05/2017;Сладкое;Сок;UniCredit;49.9;RUB;UniCredit;0;RUB
11/05/2017;Фрукты;Яблоки;UniCredit;41.3;RUB;UniCredit;0;RUB
11/05/2017;Связь;интернет;Наличные;100;RUB;Наличные;0;RUB
13/05/2017;Семейные;С маминого счета СБ;UniCredit;0;RUB;UniCredit;190000;RUB
13/05/2017;Техника;Чехол для смортфона;Наличные;290;RUB;Наличные;0;RUB
14/05/2017;Фрукты;Груша;UniCredit;80.5;RUB;UniCredit;0;RUB
15/05/2017;Гигиена;Жвачка;UniCredit;27.9;RUB;UniCredit;0;RUB
15/05/2017;Одежда;Куртка;UniCredit;1150;RUB;UniCredit;0;RUB
15/05/2017;Одежда;;UniCredit;399;RUB;UniCredit;0;RUB
16/05/2017;;;UniCredit;189908.5;RUB;Счет Клик;189908.5;RUB
17/05/2017;Еда;Обед;UniCredit;319;RUB;UniCredit;0;RUB
19/05/2017;Зарплата;Аванс;UniCredit;0;RUB;UniCredit;10000;RUB
19/05/2017;Продукты;Салат;UniCredit;119.22;RUB;UniCredit;0;RUB
19/05/2017;Одежда;Носки;UniCredit;43.72;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Аджика;UniCredit;55.88;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Капуста квашеная;UniCredit;47.39;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Огурец;UniCredit;39.02;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Зелень;UniCredit;61.04;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Колбаса;UniCredit;97.5;RUB;UniCredit;0;RUB
19/05/2017;Фрукты;Бананы;UniCredit;39.17;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Сыр;UniCredit;106.14;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Помидоры;UniCredit;92.99;RUB;UniCredit;0;RUB
19/05/2017;Еда;Обед;UniCredit;97;RUB;UniCredit;0;RUB
19/05/2017;Продукты;Хлеб;UniCredit;64.05;RUB;UniCredit;0;RUB
19/05/2017;Фрукты;Орехи;UniCredit;339.05;RUB;UniCredit;0;RUB
19/05/2017;Хозтовары;Мешки для мусора;UniCredit;10.29;RUB;UniCredit;0;RUB
20/05/2017;Парикмахерская;;Наличные;350;RUB;Наличные;0;RUB
21/05/2017;Гигиена;Шампунь;UniCredit;107;RUB;UniCredit;0;RUB
21/05/2017;Прочее;Пакет;UniCredit;4;RUB;UniCredit;0;RUB
21/05/2017;Продукты;Колбаса;UniCredit;159;RUB;UniCredit;0;RUB
21/05/2017;Сладкое;Сок;UniCredit;92;RUB;UniCredit;0;RUB
21/05/2017;Продукты;Грудинка;UniCredit;139;RUB;UniCredit;0;RUB
22/05/2017;Транспорт;60 поездок;Наличные;1700;RUB;Наличные;0;RUB
22/05/2017;;;UniCredit;1700;RUB;Наличные;1700;RUB
22/05/2017;Одежда;Шорты;UniCredit;1439;RUB;UniCredit;0;RUB
22/05/2017;;;Наличные;640;RUB;UniCredit;640;RUB
23/05/2017;Суточные;;UniCredit;0;RUB;UniCredit;6660;RUB
24/05/2017;;;UniCredit;2000;RUB;Наличные;2000;RUB
25/05/2017;Связь;;UniCredit;60;RUB;UniCredit;0;RUB
25/05/2017;Продукты;Пельмени;UniCredit;215;RUB;UniCredit;0;RUB
25/05/2017;;;Сбербанк;3340;RUB;UniCredit;3340;RUB
26/05/2017;Одежда;;Наличные;800;RUB;Наличные;0;RUB
27/05/2017;Сладкое;Мажитель;UniCredit;67.9;RUB;UniCredit;0;RUB
27/05/2017;Фрукты;Виноград;UniCredit;174.2;RUB;UniCredit;0;RUB
27/05/2017;Продукты;Грудинка;UniCredit;159;RUB;UniCredit;0;RUB
27/05/2017;Прочее;Пакет;UniCredit;4.9;RUB;UniCredit;0;RUB
29/05/2017;Сладкое;Сок;UniCredit;44.9;RUB;UniCredit;0;RUB
29/05/2017;Продукты;Блины;UniCredit;101;RUB;UniCredit;0;RUB
29/05/2017;Продукты;Зелень;UniCredit;35.9;RUB;UniCredit;0;RUB
29/05/2017;Продукты;Чебупели;UniCredit;99.9;RUB;UniCredit;0;RUB
29/05/2017;Продукты;Кетчуп;UniCredit;36.9;RUB;UniCredit;0;RUB
30/05/2017;Еда;;Наличные;58;RUB;Наличные;0;RUB
31/05/2017;Еда;Обед;Наличные;78;RUB;Наличные;0;RUB
01/06/2017;Сладкое;Сок;UniCredit;88.9;RUB;UniCredit;0;RUB
01/06/2017;Прочее;Пакет;UniCredit;2.5;RUB;UniCredit;0;RUB
01/06/2017;Продукты;Блины;UniCredit;101.8;RUB;UniCredit;0;RUB
01/06/2017;Продукты;Салат;UniCredit;37.9;RUB;UniCredit;0;RUB
01/06/2017;Продукты;Лазанья;UniCredit;107.4;RUB;UniCredit;0;RUB
01/06/2017;Фрукты;Бананы;UniCredit;42.96;RUB;UniCredit;0;RUB
02/06/2017;Зарплата;За май;UniCredit;0;RUB;UniCredit;53495.18;RUB
03/06/2017;Фрукты;Бананы;UniCredit;45.04;RUB;UniCredit;0;RUB
03/06/2017;Продукты;Хлеб;UniCredit;26.69;RUB;UniCredit;0;RUB
03/06/2017;Продукты;Сосиски;UniCredit;148.9;RUB;UniCredit;0;RUB
03/06/2017;Продукты;Каша;UniCredit;114.9;RUB;UniCredit;0;RUB
03/06/2017;Сладкое;Сникерс;UniCredit;48.9;RUB;UniCredit;0;RUB
03/06/2017;Здоровье;Пластырь;UniCredit;85;RUB;UniCredit;0;RUB
05/06/2017;Продукты;Помидоры;UniCredit;107.92;RUB;UniCredit;0;RUB
05/06/2017;Прочее;Пакет;UniCredit;2.5;RUB;UniCredit;0;RUB
05/06/2017;Продукты;Салат;UniCredit;49.9;RUB;UniCredit;0;RUB
05/06/2017;Сладкое;Сок;UniCredit;88.9;RUB;UniCredit;0;RUB
05/06/2017;Продукты;Блины;UniCredit;101.8;RUB;UniCredit;0;RUB
08/06/2017;;;UniCredit;70000;RUB;Счет Клик;70000;RUB
08/06/2017;Семейные;От мамы;UniCredit;0;RUB;UniCredit;80000;RUB
09/06/2017;Гигиена;Крем для лица;UniCredit;203.83;RUB;UniCredit;0;RUB
09/06/2017;Фрукты;Груша;UniCredit;146.62;RUB;UniCredit;0;RUB
09/06/2017;Фрукты;Бананы;UniCredit;49.4;RUB;UniCredit;0;RUB
09/06/2017;Сладкое;Сок;UniCredit;89.9;RUB;UniCredit;0;RUB
09/06/2017;Продукты;Хлопья;UniCredit;139.24;RUB;UniCredit;0;RUB
09/06/2017;Продукты;Капуста квашеная;UniCredit;34.01;RUB;UniCredit;0;RUB
09/06/2017;Сладкое;Кофе;UniCredit;110;RUB;UniCredit;0;RUB
09/06/2017;Еда;Обед;Наличные;290;RUB;Наличные;0;RUB
10/06/2017;Продукты;Хлеб;UniCredit;32.3;RUB;UniCredit;0;RUB
10/06/2017;Продукты;Колбаса;UniCredit;129;RUB;UniCredit;0;RUB
10/06/2017;;;UniCredit;2000;RUB;Наличные;2000;RUB
10/06/2017;;;Наличные;763;RUB;UniCredit;763;RUB
10/06/2017;;;UniCredit;101000;RUB;Счет Клик;101000;RUB
10/06/2017;Суточные;За Пензу;UniCredit;0;RUB;UniCredit;22237;RUB
10/06/2017;Спорт;Бассейн;Наличные;220;RUB;Наличные;0;RUB
10/06/2017;Продукты;Сок томатный;UniCredit;83;RUB;UniCredit;0;RUB
10/06/2017;Прочее;Пакет;UniCredit;4.9;RUB;UniCredit;0;RUB
10/06/2017;Сладкое;Йогурт;UniCredit;71.9;RUB;UniCredit;0;RUB
10/06/2017;Гигиена;Туалетная бумага;UniCredit;39.9;RUB;UniCredit;0;RUB
